"","Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"1336",2019-03-16,4006.4,3924.4,4050.6,3923.7,"3,46M","2,09%"
"1337",2019-03-15,3924.3,3879,3935.7,3874.8,"3,11M","1,17%"
"1338",2019-03-14,3879,3865.1,3914.7,3828.4,"2,86M","0,36%"
"1339",2019-03-13,3865.1,3885.9,3894.7,3847.4,"2,28M","-0,54%"
"1340",2019-03-12,3886,3870.3,3900.1,3817.1,"2,90M","0,41%"
"1341",2019-03-11,3870.3,3915.2,3935.5,3842.4,"3,19M","-1,15%"
"1342",2019-03-10,3915.2,3944.4,3944.5,3889.2,"1,89M","-0,74%"
"1343",2019-03-09,3944.3,3865.6,3964,3859.7,"2,48M","2,03%"
"1344",2019-03-08,3865.9,3875.1,3929,3810.7,"2,96M","-0,24%"
"1345",2019-03-07,3875.1,3863.1,3907.4,3847.9,"2,60M","0,32%"
"1346",2019-03-06,3863,3857.2,3887.3,3816.7,"2,52M","0,15%"
"1347",2019-03-05,3857.2,3715.9,3873.2,3705.7,"3,82M","3,80%"
"1348",2019-03-04,3715.9,3809.7,3828.4,3681.8,"2,85M","-2,45%"
"1349",2019-03-03,3809.5,3823.2,3836.6,3789.7,"1,51M","-0,36%"
"1350",2019-03-02,3823.1,3821.9,3843.2,3783.6,"1,61M","0,03%"
"1351",2019-03-01,3821.9,3816.7,3855.8,3816.4,"1,74M","0,14%"
"1352",2019-02-28,3816.6,3814.6,3883.7,3783.3,"2,31M","0,05%"
"1353",2019-02-27,3814.6,3810.3,3836.4,3701.9,"2,82M","0,11%"
"1354",2019-02-26,3810.3,3833.5,3845.5,3775,"2,09M","-0,61%"
"1355",2019-02-25,3833.7,3755.7,3870.7,3753.8,"765,87K","2,09%"
"1356",2019-02-24,3755.2,4120.5,4194.2,3738.7,"977,78K","-8,86%"
"1357",2019-02-23,4120.4,3965.2,4152.6,3939.4,"727,85K","3,91%"
"1358",2019-02-22,3965.2,3937.4,3983.1,3931.7,"649,55K","0,73%"
"1359",2019-02-21,3936.6,3972,4011.5,3909.2,"668,16K","-0,90%"
"1360",2019-02-20,3972.4,3914.3,3983.6,3881.2,"698,01K","1,48%"
"1361",2019-02-19,3914.3,3896.4,3993.8,3863.7,"1,44M","0,47%"
"1362",2019-02-18,3896,3664.2,3903.7,3655.1,"933,15K","6,33%"
"1363",2019-02-17,3664.2,3616.8,3689.9,3607.9,"580,51K","1,31%"
"1364",2019-02-16,3616.8,3604.7,3641.9,3599.7,"485,63K","0,34%"
"1365",2019-02-15,3604.7,3592.6,3648.3,3581.4,"516,21K","0,34%"
"1366",2019-02-14,3592.6,3611.5,3624.5,3580.2,"498,14K","-0,52%"
"1367",2019-02-13,3611.5,3632,3663.5,3599.2,"558,02K","-0,56%"
"1368",2019-02-12,3632,3631.8,3656.4,3594.4,"545,82K","0,01%"
"1369",2019-02-11,3631.8,3678.8,3681.1,3623.8,"517,28K","-1,28%"
"1370",2019-02-10,3679,3661,3680.6,3617.1,"501,90K","0,48%"
"1371",2019-02-09,3661.4,3661.6,3675.3,3633.2,"454,80K","-0,01%"
"1372",2019-02-08,3661.7,3397.3,3721.1,3382.5,"699,23K","7,77%"
"1373",2019-02-07,3397.7,3404.9,3421.8,3390.3,"471,36K","-0,20%"
"1374",2019-02-06,3404.3,3468.5,3478,3383.9,"514,21K","-1,85%"
"1375",2019-02-05,3468.4,3463,3485.9,3450.3,"460,95K","0,16%"
"1376",2019-02-04,3462.8,3459,3479.7,3437.1,"503,92K","0,11%"
"1377",2019-02-03,3459.1,3502.3,3507.8,3431.3,"451,66K","-1,24%"
"1378",2019-02-02,3502.5,3467.9,3514.5,3447.8,"443,60K","1,00%"
"1379",2019-02-01,3467.9,3437.7,3485.7,3415.3,"481,58K","0,90%"
"1380",2019-01-31,3437.2,3460,3484.7,3427,"477,07K","-0,66%"
"1381",2019-01-30,3460,3414.6,3479,3394.2,"600,25K","1,32%"
"1382",2019-01-29,3414.8,3442.8,3450.1,3368.2,"585,46K","-0,81%"
"1383",2019-01-28,3442.8,3555.8,3561.2,3395.7,"620,85K","-3,17%"
"1384",2019-01-27,3555.6,3570.9,3583.2,3509.2,"464,02K","-0,43%"
"1385",2019-01-26,3570.9,3572,3652.5,3556.1,"432,55K","-0,03%"
"1386",2019-01-25,3572,3574.3,3582.6,3542.2,"448,89K","-0,06%"
"1387",2019-01-24,3574.3,3561.4,3587,3539.7,"428,60K","0,36%"
"1388",2019-01-23,3561.5,3580.1,3608.3,3532.8,"445,87K","-0,52%"
"1389",2019-01-22,3580.1,3536.9,3607.9,3465.2,"447,70K","1,23%"
"1390",2019-01-21,3536.7,3542.7,3561.4,3505.4,"394,17K","-0,16%"
"1391",2019-01-20,3542.3,3676.2,3699.1,3503.9,"563,31K","-3,68%"
"1392",2019-01-19,3677.8,3605.8,3715.2,3604.1,"537,06K","2,00%"
"1393",2019-01-18,3605.6,3626.3,3627.9,3575.7,"488,16K","-0,57%"
"1394",2019-01-17,3626.4,3588.1,3636.7,3554.8,"525,10K","1,07%"
"1395",2019-01-16,3588,3570.6,3644.1,3561.4,"487,34K","0,47%"
"1396",2019-01-15,3571.3,3637.5,3660.8,3545.7,"544,85K","-1,84%"
"1397",2019-01-14,3638.1,3490.4,3672,3490.4,"539,93K","4,24%"
"1398",2019-01-13,3490.2,3597.3,3617.6,3473.2,"452,79K","-2,98%"
"1399",2019-01-12,3597.2,3616.6,3633.9,3561.3,"435,06K","-0,53%"
"1400",2019-01-11,3616.5,3603.3,3655.7,3563.1,"551,64K","0,35%"
"1401",2019-01-10,3603.7,3978.9,4007.7,3562.1,"697,31K","-9,41%"
"1402",2019-01-09,3978,3971,4014.2,3957.5,"473,42K","0,17%"
"1403",2019-01-08,3971,3985.8,4070.5,3943.1,"514,08K","-0,37%"
"1404",2019-01-07,3985.9,4004.3,4028,3945.5,"500,88K","-0,45%"
"1405",2019-01-06,4004.1,3785.7,4034.1,3758.5,"529,89K","5,78%"
"1406",2019-01-05,3785.4,3802.8,3846.7,3769,"468,45K","-0,46%"
"1407",2019-01-04,3802.7,3780.5,3823.9,3720,"488,70K","0,60%"
"1408",2019-01-03,3780.1,3874.1,3875.8,3753,"450,32K","-2,42%"
"1409",2019-01-02,3873.8,3809.7,3894.8,3768.1,"554,47K","1,69%"
"1410",2019-01-01,3809.4,3709.5,3814.3,3664.4,"469,11K","2,69%"
